id,coverage,k-length,metric,score
1646,10,10.0,BC,0.2071043500158207
1646,10,10.0,BF,0.10789006463724683
1646,10,10.0,CS,0.11976445586169669
1646,30,10.0,BC,0.15649577902973308
1646,30,10.0,BF,0.06358984380056265
1646,30,10.0,CS,0.07113179219898957
1646,10,20.0,BC,0.2897942662062221
1646,10,20.0,BF,0.24120949786801738
1646,10,20.0,CS,0.2803812736560107
1646,30,20.0,BC,0.24766320630195773
1646,30,20.0,BF,0.15277143887367237
1646,30,20.0,CS,0.18106995518025243
1646,10,30.0,BC,0.3335325884275656
1646,10,30.0,BF,0.32852852023568
1646,10,30.0,CS,0.37937197419674434
1646,30,30.0,BC,0.31075144738374916
1646,30,30.0,BF,0.20995599804694415
1646,30,30.0,CS,0.24941777023953296
1646,10,40.0,BC,0.3601362494458764
1646,10,40.0,BF,0.4209372644284394
1646,10,40.0,CS,0.48040009340932416
1646,30,40.0,BC,0.3675155549884502
1646,30,40.0,BF,0.261155374554906
1646,30,40.0,CS,0.3103167563223085
