id,coverage,k-length,metric,score
73,10,10.0,BC,0.1848198198604062
73,10,10.0,BF,0.07053521885209343
73,10,10.0,CS,0.07309833237331556
73,30,10.0,BC,0.12083005180447266
73,30,10.0,BF,0.033188219004693306
73,30,10.0,CS,0.034504539938657715
73,10,20.0,BC,0.25279112442635576
73,10,20.0,BF,0.1334244280673596
73,10,20.0,CS,0.14128389357791094
73,30,20.0,BC,0.17963713166739245
73,30,20.0,BF,0.07064297777922761
73,30,20.0,CS,0.07513783751687245
73,10,30.0,BC,0.29026037047814374
73,10,30.0,BF,0.1616314763118573
73,10,30.0,CS,0.1712808569015064
73,30,30.0,BC,0.21540403603012725
73,30,30.0,BF,0.09166549865409256
73,30,30.0,CS,0.09766884870386543
73,10,40.0,BC,0.326749790147489
73,10,40.0,BF,0.1909484039288131
73,10,40.0,CS,0.20275757110669224
73,30,40.0,BC,0.24966968613960647
73,30,40.0,BF,0.1128177116197297
73,30,40.0,CS,0.12058663014178851
