id,coverage,k-length,metric,score
129,10,10.0,BC,0.2535734732083955
129,10,10.0,BF,0.12974877932030668
129,10,10.0,CS,0.13470805616825296
129,30,10.0,BC,0.19629404802216172
129,30,10.0,BF,0.09309575972300164
129,30,10.0,CS,0.0969017824476827
129,10,20.0,BC,0.39334138319431877
129,10,20.0,BF,0.2848420526322607
129,10,20.0,CS,0.301774565961273
129,30,20.0,BC,0.3321853558129277
129,30,20.0,BF,0.23270612547343786
129,30,20.0,CS,0.2476395644963166
129,10,30.0,BC,0.4776095072146473
129,10,30.0,BF,0.3667507098124666
129,10,30.0,CS,0.38909439726565204
129,30,30.0,BC,0.4210904975581666
129,30,30.0,BF,0.3143756722198071
129,30,30.0,CS,0.3352859498505698
129,10,40.0,BC,0.5487769975899147
129,10,40.0,BF,0.4374095045767753
129,10,40.0,CS,0.46475598284659797
129,30,40.0,BC,0.49597089616034284
129,30,40.0,BF,0.3841087211473786
129,30,40.0,CS,0.4106082555752427
