id,coverage,k-length,metric,score
1695,10,10.0,BC,0.2834942041505745
1695,10,10.0,BF,0.1697961206081041
1695,10,10.0,CS,0.1893118354771358
1695,30,10.0,BC,0.24003742506679662
1695,30,10.0,BF,0.12652312542758504
1695,30,10.0,CS,0.14226993032907873
1695,10,20.0,BC,0.4412127358325966
1695,10,20.0,BF,0.3747135285999107
1695,10,20.0,CS,0.4361784107676712
1695,30,20.0,BC,0.4074432132803787
1695,30,20.0,BF,0.2987137690198578
1695,30,20.0,CS,0.3548212541451589
1695,10,30.0,BC,0.525246668208902
1695,10,30.0,BF,0.48447122724123076
1695,10,30.0,CS,0.5601923042284651
1695,30,30.0,BC,0.50919936636609
1695,30,30.0,BF,0.3918369568969784
1695,30,30.0,CS,0.46629718804904596
1695,10,40.0,BC,0.5827533053252989
1695,10,40.0,BF,0.579496064471694
1695,10,40.0,CS,0.6622734707461693
1695,30,40.0,BC,0.5883637359199876
1695,30,40.0,BF,0.4635445802722919
1695,30,40.0,CS,0.5515877088884374
