id,coverage,k-length,metric,score
1570,10,10.0,BC,0.350002244559231
1570,10,10.0,BF,0.2341769511238077
1570,10,10.0,CS,0.26375563415990716
1570,30,10.0,BC,0.3114826290466591
1570,30,10.0,BF,0.19039712037979034
1570,30,10.0,CS,0.21631184992843516
1570,10,20.0,BC,0.547591194437408
1570,10,20.0,BF,0.46844262864222364
1570,10,20.0,CS,0.546809254602041
1570,30,20.0,BC,0.5195952462198936
1570,30,20.0,BF,0.4021494965811382
1570,30,20.0,CS,0.4794082239357359
1570,10,30.0,BC,0.636431353583758
1570,10,30.0,BF,0.5753604352302174
1570,10,30.0,CS,0.6652987827545667
1570,30,30.0,BC,0.6236699773522381
1570,30,30.0,BF,0.4966649724625058
1570,30,30.0,CS,0.5914354019475654
1570,10,40.0,BC,0.6910492242896235
1570,10,40.0,BF,0.6585955167220783
1570,10,40.0,CS,0.7518421343596886
1570,30,40.0,BC,0.6945410452858294
1570,30,40.0,BF,0.5611438246576166
1570,30,40.0,CS,0.667413298995973
