id,coverage,k-length,metric,score
133,10,10.0,BC,0.194486971786827
133,10,10.0,BF,0.07857414917475787
133,10,10.0,CS,0.08148069776820369
133,30,10.0,BC,0.13365661558791578
133,30,10.0,BF,0.04273140842164466
133,30,10.0,CS,0.0444403845519357
133,10,20.0,BC,0.27546595505476845
133,10,20.0,BF,0.15760766000848553
133,10,20.0,CS,0.16694421098262266
133,30,20.0,BC,0.20572037358054468
133,30,20.0,BF,0.09830216106556604
133,30,20.0,CS,0.10451391472958849
133,10,30.0,BC,0.32246471196837007
133,10,30.0,BF,0.19622475563874167
133,10,30.0,CS,0.20822356722031424
133,30,30.0,BC,0.25165059498515796
133,30,30.0,BF,0.13102567368937812
133,30,30.0,CS,0.13973001685660272
133,10,40.0,BC,0.36693448610596135
133,10,40.0,BF,0.23464048103047055
133,10,40.0,CS,0.24937599097006394
133,30,40.0,BC,0.29483068678847557
133,30,40.0,BF,0.16295617065826448
133,30,40.0,CS,0.17416281100598768
