h	w	ntotal	nvariant	ninvariant	pi	thetaw	d	sim
47.915533983955	73.6635180594034	2996	313	2683	0.0159931688865003	0.024587289071897	-0.499867009751361	s124x10P0
47.8923076923077	73.5886208590568	2996	313	2683	0.0159854164527062	0.0245622900063608	-0.498588653613306	s124x30P0
135.858266148359	120.308433206077	3194	511	2683	0.0425354621629177	0.0376670110225662	0.184764276321758	s125x10P0
135.981417673059	119.936909568495	3193	510	2683	0.0425873528572059	0.0375624521041325	0.191069595068449	s125x30P0
101.419479349665	148.534956044317	3313	630	2683	0.0306125805462315	0.0448339740550307	-0.454677027394097	s126x10P0
102.276535593563	150.1826364239	3321	638	2683	0.0307969092422654	0.0452221127443241	-0.456252285726759	s126x30P0
1.51282051282051	2.82117751957687	2695	12	2683	0.000561343418486276	0.00104681911672611	-0.662141410656612	s127x10P0
1.51282051282051	2.82117751957687	2695	12	2683	0.000561343418486276	0.00104681911672611	-0.662141410656612	s127x30P0
31.9070097280624	29.86642206179	2810	127	2683	0.0113548077324065	0.0106286199508149	0.0976295822456338	s128x10P0
31.9797313797314	30.0986129649947	2811	128	2683	0.0113766386978767	0.010707439688721	0.0892166263230805	s128x30P0
57.2095631100275	79.5676128546715	3021	338	2683	0.0189372933167916	0.0263381704252471	-0.401887432010027	s129x10P0
58.0152387205019	79.9391775015315	3023	340	2683	0.019191279761992	0.0264436577907812	-0.391619334628852	s129x30P0
80.8993475546107	127.295201474952	3224	541	2683	0.0250928497377825	0.0394836232862755	-0.520949736215727	s130x10P0
81.772407456618	128.889583407764	3231	548	2683	0.0253086993056694	0.039891545468203	-0.522281167745527	s130x30P0
74.7488840652927	148.715243403795	3314	631	2683	0.0225554870444456	0.0448748471345186	-0.712339161242235	s131x10P0
75.3830664431284	150.314705630165	3322	639	2683	0.0226920729810742	0.0452482557586287	-0.712265841871307	s131x30P0
3.42564102564103	3.05627564620828	2696	13	2683	0.00127063836262649	0.00113363339992889	0.172551431091297	s132x10P0
3.42564102564103	3.05627564620828	2696	13	2683	0.00127063836262649	0.00113363339992889	0.172551431091297	s132x30P0
13.6957672247146	18.8252934710727	2763	80	2683	0.00495684662494194	0.00681335268587503	-0.38954273192634	s133x10P0
14.1128205128205	19.5131445104067	2766	83	2683	0.00510224892003634	0.00705464371308992	-0.395136779021504	s133x30P0
44.9280341359289	65.6665236871514	2962	279	2683	0.0151681411667552	0.0221696568829005	-0.451547548076643	s134x10P0
45.3553818730289	66.3071442236942	2965	282	2683	0.0152969247463841	0.0223632864160857	-0.451184843465369	s134x30P0
45.8655378050115	89.2235668530832	3062	379	2683	0.0149789476828908	0.0291389832962388	-0.695127824937448	s135x10P0
45.9948717948718	89.8198641102615	3065	382	2683	0.0150064834567282	0.0293050127602811	-0.696772816257677	s135x30P0
135.241702865697	185.478030489633	3470	787	2683	0.0389745541399702	0.053451881985485	-0.387950606790844	s136x10P0
136.526525312284	188.823647354865	3485	802	2683	0.0391754735472837	0.0541818213356858	-0.396228588880182	s136x30P0
3.50769230769231	3.05918286963498	2696	13	2683	0.00130107281442593	0.00113471174689725	0.209242680796873	s137x10P0
3.50769230769231	3.05627564620828	2696	13	2683	0.00130107281442593	0.00113363339992889	0.210882219327508	s137x30P0
12.2257085020243	20.4712186668139	2770	87	2683	0.0044136131776261	0.00739033164866927	-0.575827562991977	s138x10P0
12.1230769230769	20.4535370169323	2770	87	2683	0.00437656206609275	0.00738394838156402	-0.58150769610727	s138x30P0
94.3072260877214	77.4090861970509	3012	329	2683	0.031310500029124	0.025700227821066	0.312006670517259	s139x10P0
94.6153846153846	77.8203871384221	3014	331	2683	0.031391965698535	0.0258196374049178	0.308135760605779	s139x30P0
86.9200712298235	106.157233176149	3134	451	2683	0.0277345472973272	0.0338727610645019	-0.259174948384485	s140x10P0
87.2897232853889	106.799593708728	3137	454	2683	0.0278258601483548	0.0340451366620109	-0.261067688970163	s140x30P0
97.5131214335549	177.479047718102	3436	753	2683	0.0283798374370067	0.0516528078341391	-0.645503504266285	s141x10P0
99.548905279865	181.727821728663	3455	772	2683	0.0288129971866469	0.0525985012239258	-0.646738320786173	s141x30P0
1.81538461538462	2.35388848974076	2693	10	2683	0.000674112371104573	0.000874076676472619	-0.32740108121632	s142x10P0
1.81538461538462	2.35098126631406	2693	10	2683	0.000674112371104573	0.000872997128226536	-0.325269681126495	s142x30P0
18.4294561768246	23.515627109994	2783	100	2683	0.0066221545730595	0.00844974024793173	-0.30881638751042	s143x10P0
18.4307692307692	23.5098126631406	2783	100	2683	0.00662262638547223	0.00844765097489781	-0.308452047787857	s143x30P0
61.504181538392	68.0109396632545	2972	289	2683	0.0206945429133217	0.0228838962527774	-0.136801118178503	s144x10P0
62.4183171025276	68.6515601997973	2975	292	2683	0.0209809469252194	0.0230761546890075	-0.129633937400524	s144x30P0
52.5806430490641	112.495576560093	3161	478	2683	0.0166341800218488	0.0355886037836423	-0.761485659932339	s145x10P0
52.8512820512821	113.093827803413	3164	481	2683	0.0167039450225291	0.03574394051941	-0.760643820513031	s145x30P0
110.858174793624	154.60613729011	3339	656	2683	0.0332010107198633	0.0463031258730489	-0.405415713820898	s146x10P0
112.095006052901	157.191506848977	3351	668	2683	0.0334512104007463	0.0469088352279847	-0.410182758318634	s146x30P0
0	0.473103476689514	2685	2	2683	0	0.000176202412174866	-1.43841597821964	s147x10P0
0	0.470196253262812	2685	2	2683	0	0.000175119647397695	-1.42775897777052	s147x30P0
17.7109111135427	23.7565396834788	2784	101	2683	0.00636167784250815	0.00853323982883578	-0.363474028228314	s148x10P0
17.9282051282051	23.9800089164034	2785	102	2683	0.00643741656308981	0.0086104161279725	-0.360321683800344	s148x30P0
60.1268021925917	70.6244115290404	2983	300	2683	0.0201564874933261	0.0236756324267652	-0.212605382277873	s149x10P0
60.4615384615385	70.9996342426846	2985	302	2683	0.0202551217626595	0.0237854721081021	-0.211914624921991	s149x30P0
140.491325244266	135.219402421471	3257	574	2683	0.0431351935045337	0.0415165497149128	0.0558443345575964	s150x10P0
142.049547895368	136.457761667297	3263	580	2683	0.0435334195204929	0.041819724691173	0.0585275497656185	s150x30P0
100.682408655319	146.031867612627	3303	620	2683	0.0304821097957369	0.0442118884688548	-0.444513726242988	s151x10P0
101.192989672866	148.70023726416	3315	632	2683	0.0305257887399294	0.0448567834884343	-0.456703017441049	s151x30P0
2.22564102564103	1.88078501305125	2691	8	2683	0.000827068385596814	0.000698916764418896	0.261790297453726	s152x10P0
2.22564102564103	1.88078501305125	2691	8	2683	0.000827068385596814	0.000698916764418896	0.261790297453726	s152x30P0
22.980223948645	25.6402319199568	2792	109	2683	0.0082307392366207	0.00918346415471231	-0.148276295514222	s153x10P0
23.0562643615275	25.8637011528814	2793	110	2683	0.00825501767330022	0.00926018659251034	-0.155015853666104	s153x30P0
49.3754386833334	67.3119363488563	2969	286	2683	0.0166303262658583	0.0226715851629695	-0.380999796972829	s154x10P0
49.0307692307692	67.2380642165821	2969	286	2683	0.0165142368577869	0.0226467040136686	-0.386620721161385	s154x30P0
149.850629779577	121.65425197251	3200	517	2683	0.0468283218061179	0.0380169537414095	0.331339687019971	s155x10P0
150.501739796477	122.739416285512	3205	522	2683	0.0469584211533468	0.0382962297302689	0.322974582444908	s155x30P0
225.085663773744	211.921737598716	3582	899	2683	0.0628379854198058	0.0591629641537455	0.0888902394036475	s156x10P0
228.8415022737	213.705921916178	3591	908	2683	0.0637263999648289	0.0595115349251402	0.101190401629554	s156x30P0
4.96513112302586	4.23758072621871	2701	18	2683	0.0018382566171884	0.00156889327146195	0.24547046223791	s157x10P0
4.95384615384615	4.23176627936531	2701	18	2683	0.00183407854640731	0.00156674056992422	0.243623100945938	s157x30P0
53.7819953914381	32.0002610760691	2819	136	2683	0.0190783949597155	0.011351635713398	0.972863796127721	s158x10P0
53.8307692307692	31.9733452218712	2819	136	2683	0.0190956967828199	0.011342087698429	0.976035918140146	s158x30P0
62.3167706167706	67.3059195080751	2969	286	2683	0.0209891447008321	0.0226695586083109	-0.106081747797595	s159x10P0
62.4357515410147	67.9491730433298	2972	289	2683	0.0210079917701934	0.0228631134062348	-0.115878685455283	s159x30P0
76.6351109948633	104.994598898699	3129	446	2683	0.0244918859043986	0.0335553208369124	-0.386349798924986	s160x10P0
77.0980250348671	106.324201786572	3135	452	2683	0.0245926714624776	0.0339152158808843	-0.392804817079519	s160x30P0
210.508243040906	183.32668940244	3461	778	2683	0.0608229537824055	0.052969283271436	0.212232224283865	s161x10P0
213.37484347763	184.211479383025	3466	783	2683	0.0615622745174927	0.0531481475427077	0.22622824899659	s161x30P0
0.61025641025641	2.58898661637217	2694	11	2683	0.000226524279976396	0.000961019530947353	-1.0927776971623	s162x10P0
0.61025641025641	2.58607939294547	2694	11	2683	0.000226524279976396	0.00095994038342445	-1.090840060717	s162x30P0
19.1861582230003	20.950649124393	2772	89	2683	0.00692141350036087	0.007557954229579	-0.120669905587372	s163x10P0
19.2666666666667	20.9237332701951	2772	89	2683	0.00695045695045695	0.00754824432546722	-0.113072160182886	s163x30P0
58.6811097390045	65.6655345344725	2962	279	2683	0.0198113132137085	0.0221693229353385	-0.152211520060783	s164x10P0
58.7589743589744	65.5923773301623	2962	279	2683	0.0198376010665005	0.0221446243518441	-0.148743693062499	s164x30P0
93.0961247679514	110.391155835583	3152	469	2683	0.0295355725786648	0.0350225748209338	-0.224010764770475	s165x10P0
94.4683006113347	112.191325351438	3160	477	2683	0.02989503183903	0.0355035839719741	-0.2257112373879	s165x30P0
153.402486069978	176.24566252191	3431	748	2683	0.0447107216758899	0.0513685988113989	-0.185649542910824	s166x10P0
155.197653902917	178.442430383468	3441	758	2683	0.0451024858770465	0.051857724610133	-0.186450909136645	s166x30P0
1.58974358974359	1.88078501305125	2691	8	2683	0.000590763132569152	0.000698916764418896	-0.220938066896058	s167x10P0
1.58974358974359	1.88078501305125	2691	8	2683	0.000590763132569152	0.000698916764418896	-0.220938066896058	s167x30P0
30.5474176605756	31.2886397152853	2816	133	2683	0.0108478045669658	0.0111110226261666	-0.0339255557936388	s168x10P0
30.4615384615385	31.0329527153456	2815	132	2683	0.0108211504303867	0.0110241395081157	-0.026289532884048	s168x30P0
32.0277802093592	62.619958863902	2949	266	2683	0.0108605561917122	0.0212343027683628	-0.698833949607078	s169x10P0
32.3294666118196	63.0310574113455	2951	268	2683	0.0109554275201015	0.0213592197259727	-0.695816708502071	s169x30P0
78.9481313297103	96.976192978994	3095	412	2683	0.0255082815281778	0.0313331802840045	-0.265831604167881	s170x10P0
78.9222526169895	97.3424916284303	3097	414	2683	0.0254834525724861	0.0314312210618115	-0.270209962203969	s170x30P0
171.609566089133	187.179519760652	3478	795	2683	0.0493414508594401	0.0538181482923094	-0.118949048680313	s171x10P0
172.379909836257	189.596407426203	3489	806	2683	0.0494066809504891	0.0543411887148761	-0.129729899326368	s171x30P0
0.988893752051647	2.12169758653606	2692	9	2683	0.000367345375947863	0.00078814917776228	-0.763847666357146	s172x10P0
0.953846153846154	2.11588313968265	2692	9	2683	0.000354326208709567	0.000785989279228327	-0.784121158637472	s172x30P0
17.854509517203	23.308195680918	2782	99	2683	0.00641786826642811	0.00837821555748309	-0.334594392927571	s173x10P0
17.8358974358974	23.2747145365092	2782	99	2683	0.006411178086232	0.00836618063857268	-0.333637601942203	s173x30P0
62.6482679464104	87.0638370526787	3053	370	2683	0.0205202318854931	0.0285174703742806	-0.400807775674789	s174x10P0
62.5538461538462	87.2214049802517	3054	371	2683	0.0204825953352476	0.0285597265816148	-0.403792263860655	s174x30P0
62.4105562763458	97.702898906341	3098	415	2683	0.0201454345630554	0.0315374108800326	-0.516731955700649	s175x10P0
62.6863030757768	99.2514199576795	3105	422	2683	0.0201888254672389	0.0319650305821834	-0.5262811813889	s175x30P0
171.814178260308	175.927778292717	3430	747	2683	0.0500915971604397	0.0512908974614335	-0.0335875959600063	s176x10P0
175.692529891291	179.027251000178	3444	761	2683	0.05101409114149	0.0519823609175895	-0.0266070683678636	s176x30P0
2.61025641025641	3.29428099626639	2697	14	2683	0.000967837007881502	0.00122146125185999	-0.296983077124816	s177x10P0
2.61025641025641	3.29137377283969	2697	14	2683	0.000967837007881502	0.00122038330472365	-0.295460648489227	s177x30P0
7.00512820512821	18.5933408771893	2762	79	2683	0.00253625206557864	0.0067318395645146	-0.891162179176551	s178x10P0
7.1025641025641	18.8078501305125	2763	80	2683	0.00257059866180387	0.00680703949710912	-0.88858253855725	s178x30P0
56.5808348834664	64.6929242609318	2958	275	2683	0.019128071292585	0.0218704950172183	-0.179179908320159	s179x10P0
56.774358974359	65.1250883003262	2960	277	2683	0.0191805266805267	0.0220017190203805	-0.183097197241221	s179x30P0
68.7626382310593	101.967121262043	3116	433	2683	0.0220675989188252	0.0327237231264579	-0.465964262059542	s180x10P0
68.9891620944253	102.297984780929	3118	435	2683	0.0221260943214962	0.0328088469470586	-0.46504599274993	s180x30P0
143.485455590254	177.410655573357	3436	753	2683	0.0417594457480368	0.05163290325185	-0.273888491084827	s181x10P0
146.171136094356	180.513548038281	3450	767	2683	0.0423684452447408	0.0523227675473277	-0.272092666945567	s181x30P0
4.73333333333333	3.9966681527339	2700	17	2683	0.00175308641975309	0.00148024746397552	0.263164287105575	s182x10P0
4.73333333333333	3.9966681527339	2700	17	2683	0.00175308641975309	0.00148024746397552	0.263164287105575	s182x30P0
24.4169874617243	27.9943587190189	2802	119	2683	0.00871412828755328	0.00999084893612379	-0.182656335766221	s183x10P0
24.2358974358974	27.7415789425059	2801	118	2683	0.00865258744587556	0.00990416956176577	-0.180424778799999	s183x30P0
53.2068394305237	77.193171407016	3011	328	2683	0.0176708201363413	0.0256370546021309	-0.444292370152197	s184x10P0
53.4217743041273	77.597668748855	3013	330	2683	0.0177304262542739	0.0257542876697162	-0.444955220266401	s184x30P0
56.0874793532688	92.7922056518496	3077	394	2683	0.0182279750904351	0.0301567129190281	-0.566095143112927	s185x10P0
56.4727737569843	93.3547834552978	3080	397	2683	0.018335316154865	0.0303099946283434	-0.564233222304382	s185x30P0
146.601529855709	183.73426044624	3463	780	2683	0.0423336788494685	0.0530563847664568	-0.289395646108137	s186x10P0
147.947465179044	184.6652573638	3468	785	2683	0.0426607454380173	0.0532483441072088	-0.284166048921508	s186x30P0
3.82051282051282	4.46686440599672	2702	19	2683	0.0014139573725066	0.00165316965432891	-0.206595543337278	s187x10P0
3.82051282051282	4.46686440599672	2702	19	2683	0.0014139573725066	0.00165316965432891	-0.206595543337278	s187x30P0
25.5430006930007	23.5301632271275	2783	100	2683	0.00917822518613032	0.00845496343051654	0.122216864769894	s188x10P0
25.5025641025641	23.5098126631406	2783	100	2683	0.00916369532970323	0.00844765097489781	0.12102047765624	s188x30P0
50.1277656198709	78.3700316614912	3016	333	2683	0.016620611942928	0.025984758508452	-0.515331968709053	s189x10P0
50.2397435897436	78.7636868683744	3018	335	2683	0.0166467009906374	0.0260979744428013	-0.51711701928888	s189x30P0
50.2441999836737	105.226443746402	3130	447	2683	0.0160524600586817	0.033618672123451	-0.747250149889681	s190x10P0
50.4749694749695	106.316469268971	3135	452	2683	0.0161004687320477	0.0339127493680929	-0.750419539884227	s190x30P0
169.482861694781	200.27679831721	3533	850	2683	0.0479713732507164	0.0566874606049277	-0.220260522878099	s191x10P0
171.532923540354	202.892123019098	3545	862	2683	0.0483872844965737	0.057233321020902	-0.221117024200824	s191x30P0
3.0375478717584	2.35388848974076	2693	10	2683	0.00112794202441827	0.000874076676472619	0.415347601696315	s192x10P0
3.03076923076923	2.35098126631406	2693	10	2683	0.00112542489074238	0.000872997128226536	0.412837559847045	s192x30P0
43.8209602314865	32.2290322218109	2820	137	2683	0.0155393475998179	0.0114287348304294	0.513925356098694	s193x10P0
43.9333333333333	32.2084433485026	2820	137	2683	0.0155791962174941	0.0114214338115258	0.519749332747305	s193x30P0
42.6147245278824	62.5836064114601	2949	266	2683	0.0144505678290547	0.0212219757244693	-0.455978708475994	s194x10P0
42.8049823102455	63.0092051606435	2951	268	2683	0.0145052464622994	0.0213518146935424	-0.457847095799154	s194x30P0
69.6570817202396	85.5123728625199	3046	363	2683	0.0228683787656729	0.0280736614781746	-0.265512601564478	s195x10P0
69.8698412698413	85.8229217328127	3048	365	2683	0.022923176269633	0.0281571265527601	-0.265459609476868	s195x30P0
106.8266780403	160.043146951726	3362	679	2683	0.0317747406425641	0.0476035535252011	-0.476508010251344	s196x10P0
108.258421111053	163.873460271961	3379	696	2683	0.032038597546923	0.0484976206782957	-0.485640932603916	s196x30P0
0.712820512820513	1.41058875978844	2689	6	2683	0.000265087583793422	0.000524577448787072	-0.706261745032668	s197x10P0
0.712820512820513	1.41058875978844	2689	6	2683	0.000265087583793422	0.000524577448787072	-0.706261745032668	s197x30P0
29.236462778568	30.3542999649344	2812	129	2683	0.0103970351275135	0.0107945590202469	-0.0528178327403998	s198x10P0
29.2102564102564	30.3276583354514	2812	129	2683	0.0103877156508735	0.0107850847565617	-0.0526048075597805	s198x30P0
70.6552771543484	83.284108758052	3037	354	2683	0.0232648261950439	0.0274231507270504	-0.21672785540715	s199x10P0
70.6703296703297	83.2307895836925	3037	354	2683	0.0232697825717253	0.0274055941994378	-0.215476389975058	s199x30P0
88.2720999484157	112.043097872106	3159	476	2683	0.0279430515822778	0.0354679005609705	-0.303396252603027	s200x10P0
88.9776186438725	112.899216814651	3163	480	2683	0.0281307678292357	0.0356937138206293	-0.302701453343784	s200x30P0
89.5987709512477	155.696923749958	3344	661	2683	0.0267938908347033	0.0465600848534564	-0.607685574791476	s201x10P0
90.1637169847696	157.851250487506	3354	671	2683	0.0268824439429844	0.0470635809443966	-0.612784514013934	s201x30P0
2.1437908496732	3.19809042821495	2694	11	2683	0.000795764977606979	0.00118711597186895	-0.621455112337092	s202x10P0
13.712421125579	24.2354576070217	2786	103	2683	0.00492190277300037	0.00869901565219732	-0.620616006472239	s98x10P0
13.6717948717949	23.9800089164034	2785	102	2683	0.00490908253924412	0.0086104161279725	-0.613746441808136	s98x30P0
30.7356840646314	60.2711339776572	2939	256	2683	0.0104578714068157	0.0205073609995431	-0.700911253283792	s99x10P0
30.8102564102564	60.18512041764	2939	256	2683	0.0104832447806248	0.0204780947320993	-0.696853732555421	s99x30P0
