id,coverage,k-length,metric,score
118,10,10.0,BC,0.18434586394646613
118,10,10.0,BF,0.07048270723887197
118,10,10.0,CS,0.07311873052808664
118,30,10.0,BC,0.11599039994462469
118,30,10.0,BF,0.030286693191362252
118,30,10.0,CS,0.031506170289208525
118,10,20.0,BC,0.24969658618899285
118,10,20.0,BF,0.13021122150815378
118,10,20.0,CS,0.13777085719589777
118,30,20.0,BC,0.17158427859009143
118,30,20.0,BF,0.06343869970476416
118,30,20.0,CS,0.0674292912357604
118,10,30.0,BC,0.2848583051583343
118,10,30.0,BF,0.1554453493502449
118,10,30.0,CS,0.16473451290748362
118,30,30.0,BC,0.2050500895287539
118,30,30.0,BF,0.08173075870637046
118,30,30.0,CS,0.08709131645923857
118,10,40.0,BC,0.3194492723396367
118,10,40.0,BF,0.18218370632027567
118,10,40.0,CS,0.19354827566573662
118,30,40.0,BC,0.23736268393207816
118,30,40.0,BF,0.1005207246860188
118,30,40.0,CS,0.10745534136527068
