id,coverage,k-length,metric,score
289,10,10.0,BC,0.27452168506766156
289,10,10.0,BF,0.14738895471593752
289,10,10.0,CS,0.15303677416296355
289,30,10.0,BC,0.2196266796788165
289,30,10.0,BF,0.11127719561323954
289,30,10.0,CS,0.1158274034867528
289,10,20.0,BC,0.4323651255736442
289,10,20.0,BF,0.32763075795548047
289,10,20.0,CS,0.34701911021286774
289,30,20.0,BC,0.3746271661697875
289,30,20.0,BF,0.2767913424616957
289,30,20.0,CS,0.29451685452763415
289,10,30.0,BC,0.5239310821047185
289,10,30.0,BF,0.4186543640021794
289,10,30.0,CS,0.44396642723551805
289,30,30.0,BC,0.4717858657730727
289,30,30.0,BF,0.36839039880603
289,30,30.0,CS,0.3927295658039878
289,10,40.0,BC,0.5974971869464014
289,10,40.0,BF,0.49236681454841463
289,10,40.0,CS,0.523154830916453
289,30,40.0,BC,0.5499574608790287
289,30,40.0,BF,0.44225012730638524
289,30,40.0,CS,0.4727872676530406
