id,coverage,k-length,metric,score
1620,10,10.0,BC,0.14925806190976576
1620,10,10.0,BF,0.06184719441936129
1620,10,10.0,CS,0.06804037568801045
1620,30,10.0,BC,0.09385985148869283
1620,30,10.0,BF,0.021094077492006397
1620,30,10.0,CS,0.02338305866822235
1620,10,20.0,BC,0.1685104113315772
1620,10,20.0,BF,0.1309762913538342
1620,10,20.0,CS,0.15089507539166536
1620,30,20.0,BC,0.12016433324854571
1620,30,20.0,BF,0.0389946651618433
1620,30,20.0,CS,0.04578677234819288
1620,10,30.0,BC,0.15988721620350627
1620,10,30.0,BF,0.18126047586560634
1620,10,30.0,CS,0.20810926492963885
1620,30,30.0,BC,0.13245368564925875
1620,30,30.0,BF,0.04809282215814633
1620,30,30.0,CS,0.05674197959874641
1620,10,40.0,BC,0.13403260890491125
1620,10,40.0,BF,0.24955796280656065
1620,10,40.0,CS,0.2841196763898771
1620,30,40.0,BC,0.14511965353251663
1620,30,40.0,BF,0.05747400203608313
1620,30,40.0,CS,0.06801332182685842
