id,coverage,k-length,metric,score
116,10,10.0,BC,0.38574088011142865
116,10,10.0,BF,0.26205078193155734
116,10,10.0,CS,0.2730688204147541
116,30,10.0,BC,0.33915306292650416
116,30,10.0,BF,0.2270288396903903
116,30,10.0,CS,0.2371163429711043
116,10,20.0,BC,0.5955893775332464
116,10,20.0,BF,0.5054502034937319
116,10,20.0,CS,0.5358128242590502
116,30,20.0,BC,0.5537227641136012
116,30,20.0,BF,0.46754931004278905
116,30,20.0,CS,0.4979502061991625
116,10,30.0,BC,0.6776232771680891
116,10,30.0,BF,0.5883909035437989
116,10,30.0,CS,0.6242809612505633
116,30,30.0,BC,0.6420361652286639
116,30,30.0,BF,0.5524844333261227
116,30,30.0,CS,0.5893831361925131
116,10,40.0,BC,0.7287383679911836
116,10,40.0,BF,0.6400986429655893
116,10,40.0,CS,0.6795594770239647
116,30,40.0,BC,0.6965347943187906
116,30,40.0,BF,0.6038801092754953
116,30,40.0,CS,0.6452261736317428
