id,coverage,k-length,metric,score
164,10,10.0,BC,0.253850185364803
164,10,10.0,BF,0.12966226096262673
164,10,10.0,CS,0.1346887980838841
164,30,10.0,BC,0.1958512295862728
164,30,10.0,BF,0.09285709004280762
164,30,10.0,CS,0.0967241267994885
164,10,20.0,BC,0.3897816749991626
164,10,20.0,BF,0.28109790244454486
164,10,20.0,CS,0.2978552870352977
164,30,20.0,BC,0.32786850881820917
164,30,20.0,BF,0.22706002335808498
164,30,20.0,CS,0.24164850634368595
164,10,30.0,BC,0.4679987436721724
164,10,30.0,BF,0.35662011131794585
164,10,30.0,CS,0.3782810931729411
164,30,30.0,BC,0.4100945402086489
164,30,30.0,BF,0.3014054955213373
164,30,30.0,CS,0.3214376995769626
164,10,40.0,BC,0.5324135549272853
164,10,40.0,BF,0.4197722769004592
164,10,40.0,CS,0.4457784084378204
164,30,40.0,BC,0.47719821578159544
164,30,40.0,BF,0.36234484661443106
164,30,40.0,CS,0.3872649184751478
