id,coverage,k-length,metric,score
57,10,10.0,BC,0.1349530564877757
57,10,10.0,BF,0.0536823641337163
57,10,10.0,CS,0.06044650632230001
57,30,10.0,BC,0.14834867239661287
57,30,10.0,BF,0.05860311715081942
57,30,10.0,CS,0.0658802670678305
57,10,20.0,BC,0.21500886769657276
57,10,20.0,BF,0.1298489645654164
57,10,20.0,CS,0.1543425714806568
57,30,20.0,BC,0.2302553268950921
57,30,20.0,BF,0.13805858289768347
57,30,20.0,CS,0.16386227595527253
57,10,30.0,BC,0.27053316451630727
57,10,30.0,BF,0.1784185275507459
57,10,30.0,CS,0.21232593213540862
57,30,30.0,BC,0.28569538664733607
57,30,30.0,BF,0.18717753006351628
57,30,30.0,CS,0.22236424937183163
57,10,40.0,BC,0.321755759976932
57,10,40.0,BF,0.22329722187408227
57,10,40.0,CS,0.26568927410810145
57,30,40.0,BC,0.3369266268830253
57,30,40.0,BF,0.23292503468908135
57,30,40.0,CS,0.2764809199794536
57,10,10.0,BF_Small,0.0023244137715221196
57,30,10.0,BF_Small,0.0025730243537665644
57,10,20.0,BF_Small,0.0039841127960931816
57,30,20.0,BF_Small,0.00426304145078138
57,10,30.0,BF_Small,0.005437311307371262
57,30,30.0,BF_Small,0.005774171389373382
57,10,40.0,BF_Small,0.0067419323132101566
57,30,40.0,BF_Small,0.007117321060449908
