id,coverage,k-length,metric,score
1525,10,10.0,BC,0.17676559874285303
1525,10,10.0,BF,0.08141286169539177
1525,10,10.0,CS,0.08968742575259105
1525,30,10.0,BC,0.12218928399689959
1525,30,10.0,BF,0.03957242819757094
1525,30,10.0,CS,0.0439570313828839
1525,10,20.0,BC,0.22835525765777834
1525,10,20.0,BF,0.18264869905904388
1525,10,20.0,CS,0.21119914227689868
1525,30,20.0,BC,0.18086382335625772
1525,30,20.0,BF,0.09223395182868913
1525,30,20.0,CS,0.10872563279044958
1525,10,30.0,BC,0.24663639382044417
1525,10,30.0,BF,0.2525983982342161
1525,10,30.0,CS,0.2910534192373668
1525,30,30.0,BC,0.21968029523842358
1525,30,30.0,BF,0.12631362913711844
1525,30,30.0,CS,0.14957663715647904
1525,10,40.0,BC,0.24797265535110155
1525,10,40.0,BF,0.33501570540328784
1525,10,40.0,CS,0.38205104553270935
1525,30,40.0,BC,0.2564637438426428
1525,30,40.0,BF,0.15807660594608305
1525,30,40.0,CS,0.18768082934786423
