id,coverage,k-length,metric,score
29,10,10.0,BC,0.2622168527835855
29,10,10.0,BF,0.1370864843599002
29,10,10.0,CS,0.14231268885660847
29,30,10.0,BC,0.20495010273930125
29,30,10.0,BF,0.10000152955721996
29,30,10.0,CS,0.10408893766779637
29,10,20.0,BC,0.4086174860985495
29,10,20.0,BF,0.3021743845285278
29,10,20.0,CS,0.32004528413690836
29,30,20.0,BC,0.3480865878219944
29,30,20.0,BF,0.24915246709523714
29,30,20.0,CS,0.2651135415730602
29,10,30.0,BC,0.4951536692162731
29,10,30.0,BF,0.3868243745276237
29,10,30.0,CS,0.41044741523475126
29,30,30.0,BC,0.4397112659196443
29,30,30.0,BF,0.33408380347976374
29,30,30.0,CS,0.3563965782986155
29,10,40.0,BC,0.5668381213179253
29,10,40.0,BF,0.4584920691382381
29,10,40.0,CS,0.4869828453753421
29,30,40.0,BC,0.5156550402367513
29,30,40.0,BF,0.4055721161064804
29,30,40.0,CS,0.43338957362979713
