id,coverage,k-length,metric,score
159,10,10.0,BC,0.2547216104653006
159,10,10.0,BF,0.1298646782707003
159,10,10.0,CS,0.13488413236930585
159,30,10.0,BC,0.1970065267729253
159,30,10.0,BF,0.09356631465399881
159,30,10.0,CS,0.09743913764627257
159,10,20.0,BC,0.39298753998760594
159,10,20.0,BF,0.284637246002136
159,10,20.0,CS,0.30129532366020334
159,30,20.0,BC,0.3309707584525286
159,30,20.0,BF,0.23073216759415208
159,30,20.0,CS,0.24526576864496413
159,10,30.0,BC,0.4745272604663193
159,10,30.0,BF,0.3641135617386444
159,10,30.0,CS,0.386032693654756
159,30,30.0,BC,0.41684077815344434
159,30,30.0,BF,0.30902892442684526
159,30,30.0,CS,0.3293883930117483
159,10,40.0,BC,0.5428924048840277
159,10,40.0,BF,0.4315912534588184
159,10,40.0,CS,0.45850572066537215
159,30,40.0,BC,0.4885397462372459
159,30,40.0,BF,0.3749939218124688
159,30,40.0,CS,0.4008580551940705
