id,coverage,k-length,metric,score
100,10,10.0,BC,0.2961261365651985
100,10,10.0,BF,0.16913246453283454
100,10,10.0,CS,0.17563633169040224
100,30,10.0,BC,0.24314977120158118
100,30,10.0,BF,0.13457996768774488
100,30,10.0,CS,0.14012096006934133
100,10,20.0,BC,0.46285708827421035
100,10,20.0,BF,0.36154102385142084
100,10,20.0,CS,0.3831812377425404
100,30,20.0,BC,0.40930254427249074
100,30,20.0,BF,0.31438225493729605
100,30,20.0,CS,0.3347285867912032
100,10,30.0,BC,0.5479219206111665
100,10,30.0,BF,0.445937141079219
100,10,30.0,CS,0.47288385540312167
100,30,30.0,BC,0.49966755810516206
100,30,30.0,BF,0.39949912008378924
100,30,30.0,CS,0.4258998843695176
100,10,40.0,BC,0.610693723478762
100,10,40.0,BF,0.5080701088125021
100,10,40.0,CS,0.5395574908739958
100,30,40.0,BC,0.5659081936033176
100,30,40.0,BF,0.4608754308057334
100,30,40.0,CS,0.4925540231884543
