id,coverage,k-length,metric,score
1680,10,10.0,BC,0.1464616086317026
1680,10,10.0,BF,0.05978325768905556
1680,10,10.0,CS,0.06573935692470431
1680,30,10.0,BC,0.09005501813310662
1680,30,10.0,BF,0.01887042107597071
1680,30,10.0,CS,0.02091323302840422
1680,10,20.0,BC,0.1632908439098011
1680,10,20.0,BF,0.12559291341801598
1680,10,20.0,CS,0.1446974597795805
1680,30,20.0,BC,0.11276868967760656
1680,30,20.0,BF,0.032790732825562614
1680,30,20.0,CS,0.03847913071343292
1680,10,30.0,BC,0.15261837877966627
1680,10,30.0,BF,0.17301676880162534
1680,10,30.0,CS,0.19887712533795346
1680,30,30.0,BC,0.12174719854856235
1680,30,30.0,BF,0.03866946723992409
1680,30,30.0,CS,0.04561758604793888
1680,10,40.0,BC,0.12366353394927102
1680,10,40.0,BF,0.23997147931235852
1680,10,40.0,CS,0.2733947134261893
1680,30,40.0,BC,0.13131045553276874
1680,30,40.0,BF,0.044918097286268194
1680,30,40.0,CS,0.053140089865021264
