id,coverage,k-length,metric,score
95,10,10.0,BC,0.2883278707890031
95,10,10.0,BF,0.16430767175205432
95,10,10.0,CS,0.17081889010806986
95,30,10.0,BC,0.2334213935813085
95,30,10.0,BF,0.12805322343196168
95,30,10.0,CS,0.13342870234098467
95,10,20.0,BC,0.4419276329012161
95,10,20.0,BF,0.33860934940489357
95,10,20.0,CS,0.35876242582015644
95,30,20.0,BC,0.3855513631377082
95,30,20.0,BF,0.2889352982684754
95,30,20.0,CS,0.3074383395765357
95,10,30.0,BC,0.5171621251801352
95,10,30.0,BF,0.4113480208799695
95,10,30.0,CS,0.43655865887738854
95,30,30.0,BC,0.4648870132499476
95,30,30.0,BF,0.36096686669266975
95,30,30.0,CS,0.38513545599225857
95,10,40.0,BC,0.5759702138178222
95,10,40.0,BF,0.4691068464801372
95,10,40.0,CS,0.4981314849788506
95,30,40.0,BC,0.5265508594082589
95,30,40.0,BF,0.4172499962631889
95,30,40.0,CS,0.4457792183541599
