id,coverage,k-length,metric,score
219,10,10.0,BC,0.2187309768767047
219,10,10.0,BF,0.10014254730474512
219,10,10.0,CS,0.10401525012470678
219,30,10.0,BC,0.15588807784631056
219,30,10.0,BF,0.06048776089366573
219,30,10.0,CS,0.06298272264012458
219,10,20.0,BC,0.31945902107828356
219,10,20.0,BF,0.20566606717123975
219,10,20.0,CS,0.2178129527077726
219,30,20.0,BC,0.25028545253687523
219,30,20.0,BF,0.14528652971750255
219,30,20.0,CS,0.1545637683715924
219,10,30.0,BC,0.3808164629752798
219,10,30.0,BF,0.2610447032501174
219,10,30.0,CS,0.2768312126917126
219,30,30.0,BC,0.3134101640924263
219,30,30.0,BF,0.19733430439963712
219,30,30.0,CS,0.21033366637058007
219,10,40.0,BC,0.4367543798665184
219,10,40.0,BF,0.3130104675378242
219,10,40.0,CS,0.33254274991618993
219,30,40.0,BC,0.3707313574582182
219,30,40.0,BF,0.24552294930146645
219,30,40.0,CS,0.26244169906695236
