id,coverage,k-length,metric,score
1635,10,10.0,BC,0.2913632685336989
1635,10,10.0,BF,0.17576387113333575
1635,10,10.0,CS,0.19617663159029297
1635,30,10.0,BC,0.24973861202629194
1635,30,10.0,BF,0.13435995337235282
1635,30,10.0,CS,0.15126621449275707
1635,10,20.0,BC,0.45864212653425834
1635,10,20.0,BF,0.38749825101944685
1635,10,20.0,CS,0.45154455533124477
1635,30,20.0,BC,0.42758615184200927
1635,30,20.0,BF,0.3166952540391291
1635,30,20.0,CS,0.3768015778541456
1635,10,30.0,BC,0.5469731769536849
1635,10,30.0,BF,0.499919348405427
1635,10,30.0,CS,0.5781136594308489
1635,30,30.0,BC,0.5330651014070868
1635,30,30.0,BF,0.41400752572476085
1635,30,30.0,CS,0.4925197508482076
1635,10,40.0,BC,0.6061614147401877
1635,10,40.0,BF,0.5943544424664723
1635,10,40.0,CS,0.6789923057555576
1635,30,40.0,BC,0.6126971318616214
1635,30,40.0,BF,0.4859465527677842
1635,30,40.0,CS,0.577945191512155
