id,coverage,k-length,metric,score
114,10,10.0,BC,0.242710717048708
114,10,10.0,BF,0.12005805090090794
114,10,10.0,CS,0.12469409954364864
114,30,10.0,BC,0.18345618304264558
114,30,10.0,BF,0.0823296183248748
114,30,10.0,CS,0.08572482995107704
114,10,20.0,BC,0.36977646195524744
114,10,20.0,BF,0.25924853664786657
114,10,20.0,CS,0.2746051014522971
114,30,20.0,BC,0.30584124362152326
114,30,20.0,BF,0.20428148326692805
114,30,20.0,CS,0.21733830575703297
114,10,30.0,BC,0.4475481977238294
114,10,30.0,BF,0.33355903837237544
114,10,30.0,CS,0.35377846381283157
114,30,30.0,BC,0.3876147207441895
114,30,30.0,BF,0.2777220669871868
114,30,30.0,CS,0.2961002809156525
114,10,40.0,BC,0.5148900656078771
114,10,40.0,BF,0.39921922029830254
114,10,40.0,CS,0.4243877784759855
114,30,40.0,BC,0.45815072087985287
114,30,40.0,BF,0.34180037294711496
114,30,40.0,CS,0.36558686353777947
