id,coverage,k-length,metric,score
1625,10,10.0,BC,0.5214743690174518
1625,10,10.0,BF,0.40708806117849156
1625,10,10.0,CS,0.4613688852267699
1625,30,10.0,BC,0.49351143598166436
1625,30,10.0,BF,0.36867193146584454
1625,30,10.0,CS,0.42203892392875353
1625,10,20.0,BC,0.753191683242297
1625,10,20.0,BF,0.6458579667432823
1625,10,20.0,CS,0.7538033650767862
1625,30,20.0,BC,0.7385646365219142
1625,30,20.0,BF,0.6016263689669442
1625,30,20.0,CS,0.7173505985693113
1625,10,30.0,BC,0.8132765603035692
1625,10,30.0,BF,0.7166477164994308
1625,10,30.0,CS,0.8281824375622637
1625,30,30.0,BC,0.8075214915912851
1625,30,30.0,BF,0.6648402172299652
1625,30,30.0,CS,0.7914389204555324
1625,10,40.0,BC,0.8479697851040693
1625,10,40.0,BF,0.7692258954000453
1625,10,40.0,CS,0.8776740975780424
1625,30,40.0,BC,0.8505114821982008
1625,30,40.0,BF,0.7042955568739602
1625,30,40.0,CS,0.8375690344622119
