id,coverage,k-length,metric,score
1735,10,10.0,BC,0.15935740690384814
1735,10,10.0,BF,0.06929889814029354
1735,10,10.0,CS,0.07633788208677328
1735,30,10.0,BC,0.10366222549061456
1735,30,10.0,BF,0.027500316289568952
1735,30,10.0,CS,0.03056658865717906
1735,10,20.0,BC,0.19013627485503942
1735,10,20.0,BF,0.15052330284936766
1735,10,20.0,CS,0.17387021684596984
1735,30,20.0,BC,0.14157775157328234
1735,30,20.0,BF,0.057861046876371725
1735,30,20.0,CS,0.06817278206001737
1735,10,30.0,BC,0.19162411448975353
1735,10,30.0,BF,0.20853813714417022
1735,10,30.0,CS,0.2401044365782201
1735,30,30.0,BC,0.16361300151204572
1735,30,30.0,BF,0.07602996937500635
1735,30,30.0,CS,0.09000029592698908
1735,10,40.0,BC,0.1764419522166167
1735,10,40.0,BF,0.2837755719765461
1735,10,40.0,CS,0.3235596230938556
1735,30,40.0,BC,0.185538557278542
1735,30,40.0,BF,0.0940082526217517
1735,30,40.0,CS,0.11148409834195253
