id,coverage,k-length,metric,score
1726,10,10.0,BC,0.25087099831834647
1726,10,10.0,BF,0.15437602304165768
1726,10,10.0,CS,0.17347568992070256
1726,30,10.0,BC,0.20242054685071528
1726,30,10.0,BF,0.10644732832523418
1726,30,10.0,CS,0.120779391329926
1726,10,20.0,BC,0.35270063508975846
1726,10,20.0,BF,0.30106054697819945
1726,10,20.0,CS,0.3506524945435343
1726,30,20.0,BC,0.31473471528158997
1726,30,20.0,BF,0.21678026340327905
1726,30,20.0,CS,0.2578270042311226
1726,10,30.0,BC,0.3934597811271327
1726,10,30.0,BF,0.37928598572664624
1726,10,30.0,CS,0.43878593977778235
1726,30,30.0,BC,0.3738536317056986
1726,30,30.0,BF,0.26902969644956476
1726,30,30.0,CS,0.32044640880782355
1726,10,40.0,BC,0.41282939427885174
1726,10,40.0,BF,0.4594926586098899
1726,10,40.0,CS,0.5246016242510428
1726,30,40.0,BC,0.4212359912491572
1726,30,40.0,BF,0.3111167783899211
1726,30,40.0,CS,0.3700116747652562
